what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1336935898169
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1336935898169
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1336935898201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935901281
error,log,,,"Error",1336935911889
error,log,,,"Error",1336935921000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935927552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935931596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935935279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935938700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1336935944472
